move_count_10s,arm_count_10s,gripper_count_10s,action_switch_count_10s,maximum_speed,average_speed,zone_transition_count,gripper_toggle_count,first_arm_use_for_identity,first_gripper_use_for_identity,previous_failures,hour_of_day,seconds_since_last_action
34.0,0.0,0.0,1.0,1.0483687424382315,0.5320395795545809,1.0,0.0,0.0,0.0,0.0,15.0,8.765557074996712
14.0,0.0,0.0,0.0,0.5184363208079658,0.4036486671096139,1.0,0.0,0.0,0.0,0.0,15.0,9.189213075767386
18.0,0.0,1.0,0.0,1.030362295907588,0.5806414166653544,1.0,1.0,0.0,0.0,0.0,12.0,8.459195746873421
31.0,0.0,1.0,0.0,0.7741713426678266,0.8990139377577736,0.0,1.0,0.0,0.0,0.0,8.0,5.3635486422687855
33.0,0.0,1.0,0.0,0.5641501659064038,0.7149213803747975,1.0,1.0,0.0,0.0,0.0,11.0,5.122434634993216
24.0,0.0,0.0,1.0,0.565196004677939,0.4131318961438804,1.0,0.0,0.0,0.0,0.0,9.0,7.03706951264221
31.0,0.0,0.0,1.0,1.0109158516879309,0.8788865706230534,1.0,0.0,0.0,0.0,0.0,16.0,6.353536241328232
24.0,0.0,0.0,2.0,0.7954538190194197,0.8012543663243552,0.0,0.0,0.0,0.0,0.0,9.0,5.776165349553079
8.0,0.0,0.0,2.0,0.4107544339712172,0.6166660347637781,1.0,0.0,0.0,0.0,0.0,14.0,7.289738396225594
23.0,1.0,0.0,1.0,0.9634334683231407,0.7834632822605093,1.0,0.0,0.0,0.0,0.0,15.0,2.3310056605010936
27.0,1.0,0.0,1.0,0.8955636338507197,0.5889895015554452,1.0,0.0,0.0,0.0,0.0,14.0,6.9903575918714145
24.0,0.0,0.0,0.0,0.4979122997675602,0.8619745941727778,1.0,0.0,0.0,0.0,0.0,11.0,9.47315405905616
6.0,0.0,0.0,0.0,0.47523076086066707,0.4660056493538185,1.0,0.0,0.0,0.0,0.0,12.0,9.8581207166027
10.0,0.0,0.0,0.0,0.8837243172149651,0.9087983395418148,1.0,0.0,0.0,0.0,0.0,11.0,1.1807302278254552
32.0,0.0,0.0,0.0,0.7151674045989911,0.5365959218522711,1.0,0.0,0.0,0.0,0.0,17.0,5.518545138674338
18.0,0.0,1.0,1.0,0.4970344851928737,0.7436650212823301,0.0,1.0,0.0,0.0,0.0,10.0,9.452512808108768
13.0,0.0,0.0,2.0,0.8356735569072615,0.415101508561802,0.0,0.0,0.0,0.0,0.0,14.0,6.097345741811377
13.0,0.0,0.0,0.0,0.6329916476532801,0.8603200461339828,1.0,0.0,0.0,0.0,0.0,16.0,7.221710320256383
29.0,0.0,0.0,1.0,0.9191870934884012,0.800320123541356,0.0,0.0,0.0,0.0,0.0,14.0,6.832629374563777
26.0,0.0,1.0,0.0,0.4980670373218147,0.9214930656325557,0.0,1.0,0.0,0.0,0.0,13.0,7.772351457759327
34.0,1.0,0.0,2.0,1.0876523968100622,0.4911721231906781,1.0,0.0,0.0,0.0,0.0,17.0,3.8015828924952735
4.0,1.0,0.0,2.0,0.4028813884794261,0.5606550416233169,1.0,0.0,0.0,0.0,0.0,12.0,5.4665189127731235
8.0,0.0,0.0,2.0,1.0385662846120565,0.4448805143820336,0.0,0.0,0.0,0.0,0.0,10.0,2.0216965263605675
9.0,0.0,0.0,2.0,0.8661699446458389,0.9376893773792178,1.0,0.0,0.0,0.0,0.0,15.0,11.384358802224547
27.0,0.0,0.0,1.0,0.6542983850638131,0.8643157738035931,1.0,0.0,0.0,0.0,0.0,15.0,5.442361478338332
11.0,0.0,1.0,1.0,0.794642312285319,0.6155677662505742,1.0,1.0,0.0,0.0,0.0,10.0,5.715791886481314
18.0,0.0,0.0,2.0,0.8824293412794415,0.7350120007484051,1.0,0.0,0.0,0.0,0.0,10.0,5.036513049984002
2.0,1.0,0.0,2.0,0.4542745809257552,0.7774155260281385,0.0,0.0,0.0,0.0,0.0,9.0,6.365832665077083
27.0,1.0,0.0,2.0,0.553899792804266,0.4418805630768947,0.0,0.0,0.0,0.0,0.0,9.0,7.9180718869254045
14.0,0.0,1.0,1.0,0.4418026748404551,0.5258429939237347,0.0,1.0,0.0,0.0,0.0,11.0,7.870889511082803
30.0,0.0,1.0,2.0,0.9039229326814189,0.7915206870843267,1.0,1.0,0.0,0.0,0.0,15.0,6.139438961206634
16.0,0.0,0.0,2.0,0.6356719405283328,0.5845856622866651,1.0,0.0,0.0,0.0,0.0,16.0,3.25256581314846
3.0,0.0,0.0,0.0,0.6447945851108462,0.7081548547612438,0.0,0.0,0.0,0.0,0.0,16.0,10.444277300509585
5.0,0.0,0.0,0.0,0.9461054881250359,0.7526520818624503,0.0,0.0,0.0,0.0,0.0,9.0,11.160533495620093
20.0,1.0,0.0,0.0,1.0946333112557525,0.9227954079251331,1.0,0.0,0.0,0.0,0.0,14.0,4.000789314065984
5.0,0.0,1.0,1.0,0.5666344558336341,0.822866569948473,1.0,1.0,0.0,0.0,0.0,17.0,1.5535956974427747
34.0,0.0,0.0,1.0,0.744169943346742,0.723382114359241,0.0,0.0,0.0,0.0,0.0,17.0,4.695996001812667
23.0,1.0,0.0,1.0,0.5947144863594096,0.568886529249799,0.0,0.0,0.0,0.0,0.0,14.0,6.202893558238115
19.0,0.0,0.0,0.0,1.0712815997847207,0.8648266995440255,1.0,0.0,0.0,0.0,0.0,13.0,9.285665536198188
10.0,1.0,0.0,0.0,0.4313581428593199,0.7523511478170801,0.0,0.0,0.0,0.0,0.0,8.0,9.895053678191292
22.0,1.0,0.0,1.0,0.7190014003556665,0.6679179225425187,1.0,0.0,0.0,0.0,0.0,11.0,7.526482265873318
6.0,0.0,0.0,0.0,0.9876868796532817,0.3505666560610231,0.0,0.0,0.0,0.0,0.0,10.0,4.927923824619556
19.0,0.0,1.0,2.0,0.8403240982226035,0.6190504558680552,1.0,1.0,0.0,0.0,0.0,8.0,4.56793135081446
13.0,1.0,0.0,1.0,0.6554335949372182,0.8377571296512748,1.0,0.0,0.0,0.0,0.0,10.0,7.941164556009334
26.0,0.0,0.0,2.0,0.7913504326428279,0.6534783548122082,1.0,0.0,0.0,0.0,0.0,13.0,6.5914486071988305
22.0,0.0,0.0,1.0,1.0169681869960814,0.7479688815025313,0.0,0.0,0.0,0.0,0.0,10.0,10.442294881487383
33.0,1.0,0.0,2.0,0.6682373233784021,0.4297550814863485,0.0,0.0,0.0,0.0,0.0,14.0,6.125472909850876
19.0,0.0,0.0,0.0,0.5244040606653718,0.40227308519780325,1.0,0.0,0.0,0.0,0.0,15.0,4.4012706337983465
20.0,0.0,0.0,0.0,0.7920839443870289,0.6625246769089458,1.0,0.0,0.0,0.0,0.0,14.0,11.038344158781893
33.0,0.0,0.0,1.0,0.4972152130005925,0.4063001398179852,0.0,0.0,0.0,0.0,0.0,14.0,1.5034651792645162
9.0,1.0,0.0,1.0,1.031895208362932,0.5063190494800617,0.0,0.0,0.0,0.0,0.0,15.0,2.254212208250966
8.0,1.0,0.0,1.0,1.0365542804485084,0.7934092582634117,0.0,0.0,0.0,0.0,0.0,17.0,1.748234592502863
9.0,0.0,1.0,0.0,0.5933204760407315,0.7750706575849134,1.0,1.0,0.0,0.0,0.0,16.0,7.3293516570746995
14.0,0.0,0.0,1.0,0.5804277267557159,0.41801904602211915,0.0,0.0,0.0,0.0,0.0,11.0,3.5934052444048956
14.0,0.0,0.0,1.0,0.8531310340280784,0.4011694852518536,1.0,0.0,0.0,0.0,0.0,11.0,7.496747182325237
7.0,0.0,1.0,1.0,0.7145479296538599,0.7693453221838266,1.0,1.0,0.0,0.0,0.0,12.0,6.5600408200794655
15.0,0.0,0.0,1.0,0.7059916873166849,0.936033022588804,0.0,0.0,0.0,0.0,0.0,13.0,5.2006483883503964
10.0,0.0,0.0,2.0,0.6415119442917046,0.488913058061666,0.0,0.0,0.0,0.0,0.0,8.0,5.1607925773790715
4.0,1.0,0.0,2.0,0.9821159872966482,0.9296444273673811,0.0,0.0,0.0,0.0,0.0,8.0,4.527471889419952
19.0,0.0,1.0,1.0,0.9449470402879132,0.8977891005121356,0.0,1.0,0.0,0.0,0.0,9.0,2.3588240149549202
13.0,0.0,1.0,0.0,0.7104754428057799,0.7435846798100418,0.0,1.0,0.0,0.0,0.0,12.0,0.7620148562786235
3.0,0.0,0.0,1.0,0.4336812483479656,0.7904444529767932,1.0,0.0,0.0,0.0,0.0,17.0,11.57334185901155
13.0,0.0,0.0,2.0,0.8364530575408388,0.5669686894294226,0.0,0.0,0.0,0.0,0.0,16.0,0.592569161708741
31.0,1.0,0.0,0.0,0.49527500901719473,0.5545624750610734,0.0,0.0,0.0,0.0,0.0,10.0,5.6435322346174885
20.0,0.0,0.0,2.0,0.7551700226701609,0.7052214383120773,1.0,0.0,0.0,0.0,0.0,8.0,8.392039216164775
2.0,0.0,0.0,2.0,0.4790015822703075,0.6997759704444549,1.0,0.0,0.0,0.0,0.0,12.0,4.603861689549347
33.0,0.0,0.0,0.0,0.6575319925548833,0.777147214833633,1.0,0.0,0.0,0.0,0.0,14.0,3.911869710163976
34.0,0.0,0.0,1.0,1.0754802938728008,0.6780053048531188,1.0,0.0,0.0,0.0,0.0,11.0,3.0263135312800316
29.0,1.0,0.0,0.0,0.9137658877068293,0.6109543284032213,0.0,0.0,0.0,0.0,0.0,15.0,6.592938105837658
27.0,0.0,0.0,1.0,1.087209220840839,0.6144770564071756,0.0,0.0,0.0,0.0,0.0,14.0,11.066897291327123
7.0,0.0,0.0,0.0,1.0985874871400179,0.4023899037918255,1.0,0.0,0.0,0.0,0.0,11.0,10.848253134609482
25.0,0.0,0.0,0.0,0.748249801236135,0.6743349234408267,0.0,0.0,0.0,0.0,0.0,11.0,9.696359398591007
28.0,0.0,0.0,1.0,0.7446143273746777,0.4728797765250751,0.0,0.0,0.0,0.0,0.0,16.0,11.186005928528061
8.0,1.0,0.0,1.0,1.0166648233019409,0.6077071445922945,1.0,0.0,0.0,0.0,0.0,9.0,9.41853536201076
14.0,0.0,1.0,1.0,0.5607025107723475,0.5546318452225113,1.0,1.0,0.0,0.0,0.0,12.0,10.41237086245466
18.0,0.0,0.0,1.0,0.9670793708381016,0.40888231605613384,0.0,0.0,0.0,0.0,0.0,13.0,4.290519802570716
15.0,0.0,0.0,0.0,0.8940342043557702,0.6160529700606606,0.0,0.0,0.0,0.0,0.0,16.0,5.075956364882889
29.0,0.0,0.0,0.0,1.0728087345826156,0.757779601607133,0.0,0.0,0.0,0.0,0.0,8.0,2.277599118522861
24.0,0.0,0.0,0.0,0.6831219998373295,0.8917923754218544,1.0,0.0,0.0,0.0,0.0,9.0,0.4259913501740009
22.0,0.0,0.0,1.0,0.49089332683012776,0.8020221072675794,0.0,0.0,0.0,0.0,0.0,15.0,9.901765070697358
19.0,1.0,0.0,0.0,0.7202329928787116,0.3773625027806688,0.0,0.0,0.0,0.0,0.0,9.0,0.7931073677930449
22.0,0.0,1.0,0.0,0.6953688890688079,0.6622734101332151,1.0,1.0,0.0,0.0,0.0,10.0,2.5959099128802072
28.0,0.0,0.0,1.0,1.0038400200209208,0.7972478482541717,1.0,0.0,0.0,0.0,0.0,12.0,9.084622700095196
32.0,0.0,0.0,1.0,0.8728076433371765,0.9290738697499545,1.0,0.0,0.0,0.0,0.0,8.0,10.459541153978027
2.0,0.0,0.0,0.0,0.5027132961992032,0.5231014519317821,1.0,0.0,0.0,0.0,0.0,9.0,7.631984303155345
24.0,0.0,0.0,1.0,0.843751623569409,0.42910178665107757,0.0,0.0,0.0,0.0,0.0,10.0,6.829446807942457
16.0,0.0,0.0,0.0,0.5884491266987334,0.8659781691951406,1.0,0.0,0.0,0.0,0.0,16.0,6.479258072632973
23.0,0.0,0.0,2.0,0.8145420629776476,0.5827010416202223,0.0,0.0,0.0,0.0,0.0,13.0,0.20007084656094534
5.0,0.0,0.0,0.0,0.9699316204807548,0.612081973323599,0.0,0.0,0.0,0.0,0.0,9.0,6.15620638656732
13.0,0.0,0.0,0.0,0.6041868435509488,0.641182395445877,1.0,0.0,0.0,0.0,0.0,9.0,9.966926536220152
4.0,0.0,0.0,0.0,1.022726450439545,0.8775621408556923,0.0,0.0,0.0,0.0,0.0,16.0,6.200485858173474
34.0,0.0,0.0,0.0,0.5225131837346978,0.851850844497622,0.0,0.0,0.0,0.0,0.0,9.0,2.068615567617376
10.0,0.0,0.0,1.0,1.070029878811642,0.9169764787424474,0.0,0.0,0.0,0.0,0.0,9.0,4.058247164039003
29.0,0.0,1.0,0.0,0.9620061090044397,0.8715339491448436,1.0,1.0,0.0,0.0,0.0,15.0,0.28099754693116863
30.0,0.0,0.0,1.0,0.5903860938452571,0.6954557103699894,1.0,0.0,0.0,0.0,0.0,11.0,2.264756624174277
11.0,0.0,0.0,1.0,0.6907658325090411,0.5741621117768826,0.0,0.0,0.0,0.0,0.0,15.0,0.46754359510057714
7.0,1.0,0.0,1.0,0.936341732200956,0.7717978979901304,0.0,0.0,0.0,0.0,0.0,17.0,6.275114142122246
34.0,0.0,0.0,1.0,0.5355172909414926,0.8578348958285946,0.0,0.0,0.0,0.0,0.0,10.0,4.6625106180488185
20.0,0.0,1.0,2.0,1.0534024525430008,0.45427853598637663,0.0,1.0,0.0,0.0,0.0,16.0,11.296486872723657
12.0,0.0,0.0,0.0,0.5149211455249652,0.8495567296711332,0.0,0.0,0.0,0.0,0.0,10.0,11.472899338571729
6.0,1.0,0.0,0.0,0.8429520884326369,0.7617515508016084,0.0,0.0,0.0,0.0,0.0,12.0,4.303864764689389
27.0,0.0,0.0,1.0,0.5996397862187846,0.783601524790354,1.0,0.0,0.0,0.0,0.0,10.0,7.983641215615776
7.0,0.0,0.0,1.0,0.848544167203313,0.5501343167988487,1.0,0.0,0.0,0.0,0.0,12.0,10.216456695251638
14.0,0.0,0.0,1.0,0.40276807407007087,0.7411638880345528,0.0,0.0,0.0,0.0,0.0,12.0,7.817321130242976
21.0,0.0,0.0,1.0,0.9154592617222698,0.782373839693767,0.0,0.0,0.0,0.0,0.0,10.0,7.324517537360273
13.0,0.0,1.0,0.0,0.4299041078313083,0.8852889033422989,0.0,1.0,0.0,0.0,0.0,14.0,10.371736667325399
2.0,0.0,0.0,2.0,0.47653044924952803,0.5155170128244678,0.0,0.0,0.0,0.0,0.0,13.0,8.690107196356553
18.0,1.0,0.0,1.0,0.9598448384928063,0.925749743796917,0.0,0.0,0.0,0.0,0.0,8.0,9.946109496391298
4.0,0.0,0.0,1.0,0.9115581672940671,0.46746470257505945,1.0,0.0,0.0,0.0,0.0,11.0,3.8898954047856056
29.0,0.0,0.0,1.0,0.9962568070485381,0.4265792978243485,0.0,0.0,0.0,0.0,0.0,16.0,5.116911113979008
11.0,0.0,0.0,0.0,1.0392284882390757,0.5015375940218749,0.0,0.0,0.0,0.0,0.0,15.0,3.898794787155397
29.0,0.0,0.0,1.0,0.5247312212487759,0.39295311056082793,0.0,0.0,0.0,0.0,0.0,13.0,4.83305176831304
7.0,0.0,0.0,0.0,0.5810738408999658,0.6898325066883999,1.0,0.0,0.0,0.0,0.0,16.0,9.096548131967761
22.0,0.0,0.0,0.0,0.797589023111475,0.5264975180395949,0.0,0.0,0.0,0.0,0.0,11.0,7.70467592538852
22.0,1.0,0.0,0.0,0.9292127889571041,0.47797681454792385,0.0,0.0,0.0,0.0,0.0,17.0,10.168722076117207
30.0,0.0,1.0,2.0,0.8567749083709136,0.8329059686075453,1.0,1.0,0.0,0.0,0.0,9.0,7.981615334056303
7.0,0.0,1.0,2.0,0.8457922812740154,0.8670227984291048,1.0,1.0,0.0,0.0,0.0,17.0,8.344500000415408
28.0,0.0,0.0,0.0,0.50557699786736,0.5590427456952458,1.0,0.0,0.0,0.0,0.0,16.0,2.6198204819632336
22.0,1.0,0.0,1.0,1.0036152336323145,0.6728801505163722,0.0,0.0,0.0,0.0,0.0,8.0,8.679062974877422
31.0,0.0,0.0,0.0,0.5784746240566965,0.8214616753060089,1.0,0.0,0.0,0.0,0.0,9.0,2.3771861258009896
30.0,0.0,0.0,1.0,0.8054654366952624,0.5738102390482983,1.0,0.0,0.0,0.0,0.0,12.0,7.761978237093397
18.0,0.0,0.0,1.0,0.834691203133444,0.5029520261599687,0.0,0.0,0.0,0.0,0.0,17.0,11.443549872526955
4.0,0.0,0.0,0.0,0.5627764249057428,0.48036382488109797,1.0,0.0,0.0,0.0,0.0,17.0,8.25084886891819
7.0,1.0,0.0,1.0,0.5706604044467877,0.63051550053318,1.0,0.0,0.0,0.0,0.0,12.0,6.080697562574628
12.0,0.0,0.0,0.0,0.9864323808069847,0.7890119359811546,0.0,0.0,0.0,0.0,0.0,17.0,8.910739781216554
3.0,0.0,0.0,1.0,0.7855984041513476,0.502686326829311,0.0,0.0,0.0,0.0,0.0,9.0,5.9506358355186375
17.0,0.0,0.0,1.0,0.737449523914649,0.8926439637970897,0.0,0.0,0.0,0.0,0.0,16.0,1.098454638358309
2.0,0.0,0.0,0.0,0.46755115998056307,0.9276292407761487,0.0,0.0,0.0,0.0,0.0,10.0,4.084723686621457
12.0,0.0,0.0,0.0,0.9280249001657852,0.7564905874466583,1.0,0.0,0.0,0.0,0.0,17.0,3.898188795928387
20.0,0.0,0.0,0.0,0.5244326179486848,0.4232287846154811,0.0,0.0,0.0,0.0,0.0,9.0,5.2744798761531735
31.0,0.0,1.0,0.0,0.9017793602342655,0.8051593205401284,1.0,1.0,0.0,0.0,0.0,10.0,1.0533800896555952
34.0,1.0,0.0,0.0,0.5517479635149541,0.5622506023417407,1.0,0.0,0.0,0.0,0.0,11.0,1.5104214389451671
34.0,0.0,0.0,0.0,0.9182654795415974,0.5051292953087142,0.0,0.0,0.0,0.0,0.0,12.0,11.237129686047538
31.0,1.0,0.0,0.0,0.8977739537717087,0.7713220391863395,1.0,0.0,0.0,0.0,0.0,8.0,4.597477597613124
26.0,1.0,0.0,0.0,0.4964225535813268,0.83634702023442,0.0,0.0,0.0,0.0,0.0,11.0,6.075026951088213
16.0,0.0,0.0,1.0,0.52847545501605,0.8754711459880025,0.0,0.0,0.0,0.0,0.0,13.0,8.361325516587515
29.0,0.0,0.0,1.0,0.8815810001416593,0.5141014339522291,0.0,0.0,0.0,0.0,0.0,17.0,9.148637207990085
22.0,0.0,0.0,0.0,0.638937248519328,0.795704467108335,0.0,0.0,0.0,0.0,0.0,14.0,3.59167958287327
13.0,0.0,0.0,1.0,0.6391631063617425,0.6093229238170447,1.0,0.0,0.0,0.0,0.0,8.0,4.707573699136336
27.0,0.0,0.0,1.0,0.43546743546732086,0.4607235048570114,0.0,0.0,0.0,0.0,0.0,14.0,1.2793955681648423
27.0,0.0,0.0,0.0,0.7533546761929396,0.8181412216451147,0.0,0.0,0.0,0.0,0.0,15.0,8.250544979212183
3.0,0.0,0.0,2.0,0.5197368522672103,0.7777579346079581,0.0,0.0,0.0,0.0,0.0,15.0,8.142454950165533
34.0,0.0,0.0,1.0,1.0168194801292199,0.8504686042801982,0.0,0.0,0.0,0.0,0.0,9.0,3.1075611985446328
31.0,0.0,0.0,1.0,0.41357277620475297,0.62094388187142,0.0,0.0,0.0,0.0,0.0,14.0,6.750975551181105
33.0,0.0,0.0,0.0,0.45249783423301965,0.36986113521989933,0.0,0.0,0.0,0.0,0.0,12.0,3.6828053667308502
26.0,0.0,0.0,1.0,0.47443880097859326,0.8186320077048733,1.0,0.0,0.0,0.0,0.0,8.0,5.003633064123658
5.0,0.0,0.0,2.0,0.5155507615212321,0.42547459118433595,1.0,0.0,0.0,0.0,0.0,16.0,11.208584380369384
14.0,0.0,0.0,2.0,0.6302768755269057,0.4236091346726589,1.0,0.0,0.0,0.0,0.0,10.0,0.22721627171338882
4.0,1.0,0.0,0.0,0.48134266177774515,0.5840599825792895,1.0,0.0,0.0,0.0,0.0,14.0,4.22538247751022
28.0,1.0,0.0,2.0,0.7503232924828119,0.5369584414759088,1.0,0.0,0.0,0.0,0.0,13.0,3.4722574373948993
17.0,0.0,0.0,0.0,0.6760138412757225,0.926194100858353,1.0,0.0,0.0,0.0,0.0,10.0,7.2419510181622515
5.0,0.0,0.0,2.0,0.9072986287701632,0.5445806732296562,1.0,0.0,0.0,0.0,0.0,15.0,5.6170984849798025
13.0,0.0,1.0,0.0,0.5770789787362768,0.8392376265825383,1.0,1.0,0.0,0.0,0.0,13.0,3.509857983886008
31.0,0.0,0.0,2.0,0.875297768635537,0.4355810384573719,1.0,0.0,0.0,0.0,0.0,17.0,2.8325147833701223
25.0,0.0,0.0,1.0,0.40922644752049353,0.44073845902612574,1.0,0.0,0.0,0.0,0.0,10.0,4.0903938756314195
29.0,0.0,0.0,2.0,0.6816415462630132,0.5369096599026326,0.0,0.0,0.0,0.0,0.0,14.0,6.083304126031541
10.0,0.0,0.0,2.0,1.0215036105334434,0.3866027440620624,1.0,0.0,0.0,0.0,0.0,17.0,9.82577750210298
31.0,0.0,1.0,1.0,0.4685864780982461,0.9112945706687331,1.0,1.0,0.0,0.0,0.0,8.0,4.7121398393046405
13.0,0.0,0.0,0.0,0.5194323641521013,0.6795245447213264,0.0,0.0,0.0,0.0,0.0,15.0,3.545584041078326
12.0,0.0,0.0,2.0,1.029116617125064,0.8912141839015709,1.0,0.0,0.0,0.0,0.0,9.0,7.360438487309962
17.0,0.0,0.0,2.0,0.8568715001149634,0.8142499694218163,0.0,0.0,0.0,0.0,0.0,11.0,3.603558225685034
24.0,0.0,0.0,0.0,0.42247826288158047,0.9086881808162067,1.0,0.0,0.0,0.0,0.0,15.0,1.018932380960265
34.0,0.0,1.0,2.0,1.0566313063302357,0.8580931015475757,1.0,1.0,0.0,0.0,0.0,14.0,8.303754844505141
6.0,1.0,0.0,1.0,0.41036201385885873,0.89847632988579,0.0,0.0,0.0,0.0,0.0,10.0,9.074442301841177
20.0,0.0,0.0,1.0,1.0371661190152033,0.8719516487543524,0.0,0.0,0.0,0.0,0.0,12.0,9.102397978023443
21.0,1.0,0.0,0.0,0.8134604496078619,0.3873838231574897,0.0,0.0,0.0,0.0,0.0,10.0,1.8197851077119656
19.0,0.0,0.0,2.0,0.4587357132446802,0.6433393718376824,1.0,0.0,0.0,0.0,0.0,10.0,1.011415811706676
16.0,0.0,1.0,1.0,0.9285320433468621,0.6804498570981137,0.0,1.0,0.0,0.0,0.0,10.0,6.426647853868832
21.0,0.0,0.0,0.0,0.9114192894230875,0.7855050002371339,0.0,0.0,0.0,0.0,0.0,16.0,0.3103828417208437
10.0,0.0,0.0,2.0,1.0284289215764846,0.6394748656714617,1.0,0.0,0.0,0.0,0.0,8.0,1.8900101153990927
31.0,0.0,0.0,2.0,0.5409051866649255,0.7830357217266746,1.0,0.0,0.0,0.0,0.0,8.0,11.48325891380269
29.0,0.0,0.0,2.0,0.9173160485659079,0.8141278962562315,1.0,0.0,0.0,0.0,0.0,14.0,8.231194988604031
15.0,0.0,0.0,1.0,0.9397513043252265,0.439152776218657,1.0,0.0,0.0,0.0,0.0,15.0,7.470891884339386
3.0,0.0,0.0,1.0,0.9836556813124258,0.7947520199258208,1.0,0.0,0.0,0.0,0.0,8.0,3.7117201196648293
28.0,0.0,0.0,2.0,0.6493370666260962,0.6680430950161437,1.0,0.0,0.0,0.0,0.0,11.0,10.977427725546969
6.0,0.0,1.0,0.0,0.7163298536180411,0.9368224665950116,1.0,1.0,0.0,0.0,0.0,12.0,6.96759817527518
11.0,0.0,0.0,0.0,0.5969609689038644,0.7958239221922568,0.0,0.0,0.0,0.0,0.0,8.0,2.637388424677448
15.0,0.0,0.0,2.0,1.0431739491432428,0.8647567112577739,1.0,0.0,0.0,0.0,0.0,11.0,2.4006333187793762
23.0,1.0,0.0,2.0,0.40957084783043574,0.6988818401549598,0.0,0.0,0.0,0.0,0.0,16.0,8.862168100257485
10.0,0.0,0.0,1.0,1.0266666844701293,0.6630513658110502,0.0,0.0,0.0,0.0,0.0,10.0,10.489053938710738
19.0,1.0,0.0,0.0,0.710047066975247,0.924649535626945,1.0,0.0,0.0,0.0,0.0,13.0,6.27840644657062
31.0,0.0,0.0,0.0,0.5945118337828218,0.906812395874984,1.0,0.0,0.0,0.0,0.0,8.0,10.703230508113895
11.0,0.0,0.0,1.0,0.6082717530865107,0.7988333887726662,0.0,0.0,0.0,0.0,0.0,9.0,4.936816542121971
12.0,1.0,0.0,2.0,0.4202401906027982,0.5767942601347757,0.0,0.0,0.0,0.0,0.0,9.0,9.03776357490997
31.0,0.0,0.0,2.0,0.9416143722482889,0.7977927857385839,1.0,0.0,0.0,0.0,0.0,12.0,10.35139633771437
29.0,1.0,0.0,1.0,0.5227824453274325,0.47140619254728283,0.0,0.0,0.0,0.0,0.0,11.0,6.110685859734454
8.0,0.0,0.0,1.0,0.6185145453502516,0.9071983661591129,1.0,0.0,0.0,0.0,0.0,12.0,2.8289588214768155
28.0,0.0,0.0,2.0,0.5861057380119096,0.3801801721423038,1.0,0.0,0.0,0.0,0.0,17.0,9.272288385611224
31.0,0.0,1.0,0.0,0.5394987541967382,0.7356801463920963,1.0,1.0,0.0,0.0,0.0,8.0,6.747939103543259
24.0,0.0,0.0,2.0,0.753284080785517,0.699480921747411,1.0,0.0,0.0,0.0,0.0,16.0,2.813201398159991
16.0,0.0,0.0,2.0,1.0376138886493225,0.6819053102327722,1.0,0.0,0.0,0.0,0.0,17.0,5.661845874694443
34.0,0.0,0.0,0.0,1.0883345183014104,0.43413251769472316,1.0,0.0,0.0,0.0,0.0,13.0,9.78564764111021
11.0,1.0,0.0,2.0,1.031513132992779,0.41715603917759525,0.0,0.0,0.0,0.0,0.0,15.0,1.8857096874549168
3.0,0.0,0.0,1.0,0.5477128921646367,0.9438560403859907,0.0,0.0,0.0,0.0,0.0,15.0,7.96967546641347
31.0,0.0,0.0,0.0,0.4711943392781072,0.9499035302933305,1.0,0.0,0.0,0.0,0.0,10.0,0.41080264407782263
24.0,0.0,0.0,2.0,0.47682397041363184,0.72561332169293,0.0,0.0,0.0,0.0,0.0,10.0,4.64797361882085
24.0,1.0,0.0,2.0,0.8245158138337199,0.7738963204246937,0.0,0.0,0.0,0.0,0.0,10.0,8.749926454924601
28.0,0.0,0.0,0.0,0.7656216296807508,0.671850759955017,0.0,0.0,0.0,0.0,0.0,14.0,6.006806709432682
26.0,0.0,0.0,0.0,0.8208969616845625,0.5316640382341716,0.0,0.0,0.0,0.0,0.0,13.0,6.500420631514092
14.0,0.0,1.0,1.0,0.43036398152321503,0.601440801153681,0.0,1.0,0.0,0.0,0.0,9.0,1.8293486997666875
13.0,0.0,0.0,0.0,0.5730804857708243,0.8852987112624553,1.0,0.0,0.0,0.0,0.0,15.0,2.053489929537934
3.0,0.0,1.0,2.0,0.8972247960825956,0.8166276145760973,1.0,1.0,0.0,0.0,0.0,16.0,1.3859480326040332
12.0,0.0,0.0,1.0,1.0675000947653621,0.9068545093791134,0.0,0.0,0.0,0.0,0.0,13.0,4.960445862613452
18.0,0.0,0.0,2.0,0.5283153978925745,0.8553800939006424,1.0,0.0,0.0,0.0,0.0,14.0,6.984327962041231
27.0,0.0,0.0,2.0,0.5226073797020754,0.5449463088367663,1.0,0.0,0.0,0.0,0.0,8.0,2.7895286346137693
14.0,1.0,0.0,0.0,0.9056729059568052,0.6270373975443644,1.0,0.0,0.0,0.0,0.0,17.0,4.2939652196645595
8.0,1.0,0.0,0.0,0.8534730879603832,0.9166195228928644,0.0,0.0,0.0,0.0,0.0,13.0,8.305851115204534
13.0,0.0,0.0,1.0,0.689663943895867,0.521605319887084,1.0,0.0,0.0,0.0,0.0,14.0,5.079689627135953
7.0,0.0,0.0,2.0,0.49083217796274414,0.8413480680675334,0.0,0.0,0.0,0.0,0.0,15.0,3.802239170337317
21.0,0.0,1.0,0.0,0.8306346017079446,0.5523796788733525,0.0,1.0,0.0,0.0,0.0,11.0,10.790712402633035
